,title,review_name,review_date,review_score,review_text
2496,Guliano,doublebagel,"July 10, 2013",4,"This is the place to be if you want to have real Italian sandwiches for lunch. When I was there, the place was quite packed. The menu is extensive, and they also have a wine recommendation for each sandwich. I got the pastrami, and I...More"
2497,Guliano,LOLANetherlands,"June 22, 2013",4,"Authentic Italian Panini on ciabatta breads, salads and small dishes in the city center of Rotterdam. Also possible as take away, fast and friendly service. The prices are a bit high so can't have for lunch everyday... It is a shame!"
2498,Guliano,Annika V,"April 9, 2013",5,"The tastiest steak tartare in town, and a real good sandwich menu to choose from with awesome sandwiches. And you get a lot for your money. Sandwich Gallo is not just a fee pieces of chicken on a sandwich, it's a whole meal :) and...More"
2499,Zeezout,Ricardo V,5 weeks ago,5,The atmosphere is relaxing and we had the lunch menu. Very good tasting experience. Kind and friendly service Next time I hope we manage to get a reservayion for dinner. Ricardo
2500,Zeezout,Finedininglady,"August 18, 2021",5,"Perhaps somewhat prejudiced I went to eat at restaurant Zeezout. With Patron Cuisinier Patrick ‘ t Hart i already had some nice conversations online about his just achieved star, the overwhelming reactions that came along with it, the corona crisis and what that crisis did to him and his family. My promise to him was that I would join him for lunch as soon as possible after the corona measurements went down, and so it happened.

Zeezout, located in the Scheepvaartkwartier in Rotterdam, has been in existence since 1998, Patrick is in charge there, but his wife Anet and his daughters can also be found in the restaurant. The interior is relax but elegant in which the beautifully inlaid shell tables stand out.

The menu is small with only some choices in oysters, 3 starters, 3 main courses and 3 desserts but literally everything is appealing. We order our picks and can’t wait to start our feast.

* look at the pictures for the food story or look either on instagram or my website*

Patrick, thank you for everything, you are one of the first restaurants I recommend in the Rotterdam area. no nonsense, just great food! I will definitely come back for a nice evening at your lovely restaurant."
2501,Zeezout,2366Maikel,"August 15, 2020",5,It has been a while since I rated a restaurant as excellent. Zeezout earns this rating all the way. I had a three course lunch today and all the courses served where of excellent quality and taste. Definitely a restaurant to visit!
2502,Zeezout,LasseJ672,"November 30, 2019",4,Business dinner with 12 hungry colleagues and we had a 6-7 different dishes. I do not know the pricelevel but I think the value can defen quite a High price Very nice staff and we were all impressed
2503,Zeezout,IvanFrankenhuyzen,"October 11, 2019",5,"If you consider yourself to be a good cook you can be disappointed visiting a restaurant. So the best thing in the world is to be pleasantly surprised by food served that tastes beyond your (home) imagination. Zeezout is one of these fish restaurants. Delicate and daring, balanced in every sense of the way. Their ansjovis dip alone is to die for! The whole experience is to die for: service, surroundings, taste AND the look of the ingredients on the plate. Just really, really good. A must go."
2504,Zeezout,Ingeborg_NL81,"August 17, 2019",5,"Had a business lunch here on a wednesday in August. The food was stunning while service is quick and friendly. We had an excellent 3 course surprise many, with not surprisingly a lot of fish. I recommend this place to anyone that likes good food. For what you get, the prices are not high."
2505,Zeezout,Florence F,"August 17, 2019",5,A must for anyone visiting or living in Rotterdam. Every dish is created with creativity and something completely unique you have never tried before. I highly recommend to visit this restaurant.
2506,Zeezout,51michelw,"June 11, 2019",5,"Really Great seafood restaurant, very creative. Service is outstanding and genuinely friendly and personal. We had a menu with 4 courses which was great. Surprise amuses at the end of dinner are a real surprise. Food is varied with complex tastes, maybe a bit heavy at times. Overall a fantastic experience!"
2507,Zeezout,FGRARE,"December 30, 2018",5,Fine evening diner. Locals with standing and family . Special combinations with the codfish. And they coffee is a real surpise Yust come and Taste.
2508,Zeezout,jobetim,"November 24, 2018",5,"We had an excellent meal here - nice dining space, very assured professional service, and excellent fish, all presented in a very technical expert way. There’s nothing I don’t like about this place -even the pricing is very fair. 100% recommended."
2509,Zeezout,christoffelv2018,"October 1, 2018",5,"My wife and I went here on a Saturday for an extended lunch. We decided on a four course surprise lunch combined with wine tastings. As always, quality of food, wine and service were excellent. Highly recommended whenever you are visiting Rotterdam."
2510,Zeezout,Michael H,"September 24, 2018",5,"For sheer class, great food, and I mean great not just very good, incredible wines, brilliant staff and a chef beyond compare, you don't have to look further than Zeezout in Rotterdam. If you are in Rotterdam make sure you go and if you are...More"
2511,Zeezout,famillefeunteun,"September 6, 2018",5,The place is very friendly with a great level of service. The food is amazing. As a French it was a positive shock to discover such a place in Rotterdam. Most Paris restaurant should stop by and learn. Price are very reasonable for the quality....More
2512,Zeezout,DrSecure98,"August 31, 2018",4,"I took a very close friend of mine to this restaurant as I was in town for her birthday, so we were seated outside, very nice weather, we opted for the 4 course menu, it was excellent, the chefs were spot on, they served a...More"
2513,Zeezout,MA891,"August 1, 2018",5,"I went here for a business lunch. We ordered the 3-course ''surprise lunch menu'', which costs € 35 (excluding drinks). This is a great deal, because if you have a 3-course menu for diner it costs 44.50 and it's the basically the same menu. We...More"
2514,Zeezout,Armando G,"July 6, 2018",5,"Quite an experience. We were grated by a very nice staff including the owner, The menu is comprehensive but the best bet is to go by the chefs suggestions. Lobster, dover sole, oysters etc are in there. A limited wine list including excellent choices. Desert...More"
2515,Zeezout,Willy C,"June 30, 2018",5,I have wanted to eat here for a few years but the opportunity did not materialize.This time it did and I was totally satisfied. My Dutch host brought us here 3 nights ago and the codfish and herring dishes were just excellent. Sitting outside with...More
2516,Zeezout,avtonder,"June 15, 2018",5,"Great evening with good friends in exquisite surroundings. Supurb food creations from kitchen, excellent service and great wines"
2517,Zeezout,romanas780,"June 10, 2018",4,Before going to restaurant I had read the reviews about the restaurant being a bit cramped. We had an excellent spot at a round table. We were served the 5 course menu. We didn’t choose the wine arrangement but instead chose a bottle from the...More
2518,Zeezout,andriesdevaal,"April 3, 2018",5,A terrific sea food restaurant. Lovely service and outstanding food. It was a pleasure dining here - we'll be back the next time we visit Rotterdam.
2519,Zeezout,Irene Q,"April 1, 2018",4,Small and cosy restaurant with nice views in a call place. We took the four dishes chef menu and was worth the price. Service good and nice despite we arrived close to the kitchen closing....
2520,Zeezout,hiennang08,"February 15, 2018",4,"Restaurant was nice. The wall with the fish art was a bit out of place, but the food was good. Really enjoyed the food. Cheese plate was a bit on the small size for the price."
2521,Zeezout,jilo_13,"January 26, 2018",4,"Second visit  - the first one was many years ago and the food was then spectacular.  Not this time.  While all the dishes were wonderfully presented,  the food itself was below our expectation. Seating pretty compact, not so much privacy, service - to be improved. The...More"
2522,Zeezout,YosefL,"December 16, 2017",3,We have visited this restaurant for diner.the place was full. Service could be improved .the food selection very very limited and portions could be improved. I was very disappointed since I heard a lot about the place Something is missing
2523,Zeezout,robertthomas10,"October 4, 2017",5,"Simply a great seafood restaurant, great service, nice location and knowledgeable staff. Good wine selection. Let the chef surprise you."
2524,Zeezout,jogger827,"September 24, 2017",1,"So we booked a 4 course tasting menu with matching wine pairing. It started out wonderfully with a delightful amuse-bouche, but pretty much downhill after that. While the food was good, the timing was absolutely terrible. There were many tables being served similar courses and...More"
2525,Zeezout,leob246,"September 6, 2017",5,"just go there, it is not cheap, but really worth the experience. Excellent cooking with always surprisingly taste combinations!"
2526,Zeezout,Ron F,"September 6, 2017",4,Beautiful restaurant close to the city centre and near the harbour on the south side of Rotterdam. Very nice and classical dishes in a modern presentation. Very nice wine and affortable prices
2527,Zeezout,808MarkP808,"September 3, 2017",5,Had a really nice evening meal here. Small and cosy. Good food. All fish and seafood based. Good service and very good value. Although it's not cheap. It compares well with expensive and Michelin starred restaurants in terms of food and service.
2528,Zeezout,pattieTheNetherlands,"August 13, 2017",5,"If you're a fish lover and enjoy dining out in beautiful surroundings, add this restaurant to your list of must-go when visiting Rotterdam. We had the pleasure of dining here last night for a celebratory dinner. We live in the area and pass the restaurant...More"
2529,Zeezout,brian L,"August 6, 2017",5,Having read TripAdvisor reviews before our visit to Rotterdam we were not to be disappointed with this magnificent restaurant. Situated on the edge of the river we took our seats at a table outside as the weather was very kind to us. Our waiter offered...More
2530,Zeezout,david B,"July 15, 2017",5,"Having eaten at Zeezout, and really enjoyed it, we booked the whole restaurant for our wedding reception. We, and our guests loved it. They were friendly, cooperative, supportive and the food not surprisingly was great.. This was not catering, this was the real restaurant experience...More"
2531,Zeezout,PaulusintheBurg,"June 4, 2017",5,Second visit (first was three years ago). Amy and the staff were charming and incredibly accommodating. Lots of dietary requirements round the table - all exceptionally well catered for. Look forward to visiting again next year :-)
2532,Zeezout,Keesvanbeveren,"June 2, 2017",4,"Very nice fish restaurant with realy enthUsiastic cook, waiters and waiteresses. For groups over 6 only menus to choose from but all of us were very satisfied. Surprising umuses, original starters and main course. The personnel is realy passionate for their products and the wine...More"
2533,Zeezout,Eelco E,"May 24, 2017",5,"Zeezout has been around for a long time, but continues to deliver on it's promise of serving fantastic fish. Imaginative dishes crafted to perfection. And the service is easygoing, relaxed but attentive. Attention to younger guests in the form of specially made dishes is a...More"
2534,Zeezout,Zhuo Q,"April 23, 2017",4,"A very nice choice for fancy Mediterranean Seafood Restaurant. They have this ""surprise me"" menu, a perfect choice for someone who doesn't know what to order or having a hard time choosing..."
2535,Zeezout,67bramc,"April 21, 2017",4,"Enjoyed a very good lunch here, with excellent wine (chilled red wine with fish - worked perfectly as a combination). Had been wanting to visit for a long time and was not disappointed!"
2536,Zeezout,peterpW1531RU,"March 22, 2017",5,"We have been going to this restaurant for 17 years and it's a firm favorite. We talked about the longevity of the concept and why the place remains successful. Easy answer: super fresh fish and ingredients, innovatively put together without becoming fancy. Big plates with...More"
2537,Zeezout,aadr2017,"February 14, 2017",5,"We had a very good diner. Several great courses, tastefull wines. Friendly people. Good quality, advice what to choose, surprises, clean."
2538,Zeezout,tinus_11,"February 13, 2017",4,We went there on a summernight. We sat outside with a great view and joining the last sunshine. Food was delicious. Fish and greens were well balanced.
2539,Zeezout,hansvana,"February 13, 2017",5,"As a regular visitor of Rotterdams' restaurants we consider Zeezout to be one of our favorite places. The quality of the food is consistently good to excellent. The place is small, but very cosy and ideally situated near the river in the scheepvaartkwartier, the original...More"
2540,Zeezout,WLL1976,"February 2, 2017",3,"Visited this restaurant with a couple of friends in January. Because are party consisted of 6 people, we had to order the chef's choice. We got a 6 course meal. Amuse was not my taste (amuse consisted of herring, but it is really not herring...More"
2541,Zeezout,rcastelo,"January 25, 2017",1,Terrible service. Booking was difficult since they cancel at will. Later we managed to confirm but food and service were much lower than expected.
2542,Zeezout,Milind P,"January 20, 2017",4,I visited this restaurant in Nov'16 with my cousin who is well seasoned in fine dining. (It was my first ever fine dining so to say) We both enjoyed the 3 course menu. We let the chef decide the menu just for the sake of...More
2543,Zeezout,jos l,"January 17, 2017",5,As always high quality and a joy to taste the excellent fis dishes. To combine with surprising wine suggestions
2544,Zeezout,CapeTownChris,"January 8, 2017",5,"We visited Zeezout for lunch and were treated to an amazing meal. The lunch menu was the set lunch, a surprise menu of 4 or 5 courses or an a la carte menu. E We chose the set lunch and after an appetizer of herring...More"
2545,Zeezout,GilsBerlaar,"January 1, 2017",5,The restaurant offers great value for money. I must admit that it is even worth the 90 min. drive from Belgium. We have loved everything of the 'surprise menu'. The restaurant was fully booked on sunday evening.
2546,Zeezout,69ave,"December 19, 2016",4,"We had a very nice dinner at Zeezout, the staff was friendly with good suggestions about the wine and menu."
2547,Zeezout,david B,"November 24, 2016",5,Just to confirm so many good reviews. The service was good - personal and individual; not mechanical and contrived. The surprise menu was just wonderful and the wine arrangement well matched. It was frankly as near perfect as you could hope for. The table layout...More
2548,Zeezout,970polb,"November 15, 2016",5,Zeezout is a high quality restaurant for an acceptable budget. Creative menu with reasonable quantities. Well done guidance with the menu and wine pairing. Very reasonable choice in wines which can be ordered by glass. Very attentive service
2549,Zeezout,AvdPost,"November 3, 2016",5,"It's always a question when you come back to a restaurant whether you're equally satisfied. But Zeezout doesn't disappoint, in fact they're continuously improving. And just now they're rated Best Restaurant 2016 in Rotterdam. About a week ago we returned, party of three. Food was...More"
2550,Zeezout,daniloa945,"October 9, 2016",5,"Went in for lunch as a treat by a friend. I t was a three-course meal starting with a prawn + watermelon appetizer, fish + green rissoto main course, chocolate + yoghurt dessert. Wine served was also great. The restaurant hostess would excuse herself everytime...More"
2551,Zeezout,theman69,"September 29, 2016",5,"Very stylish, confort and outstanding service with a Michelin star chef that drive you in a paradise of sense and taste mixing different style to give you the excellence. The special ""Surprise Menu"" is the last step to touch the soul of god and find...More"
2552,Zeezout,Graham P,"September 17, 2016",4,"Business dinner with 12, outside as it was a lovely evening. We all had a set meal, but 3 vegetarians were catered for. Service was efficient...only glitch being that they miscounted the desserts and only 11 came out first time round. I felt that the...More"
2553,Zeezout,Irinaaaaaaaaaa,"September 15, 2016",4,With my husband we found this place by coincides. The food was really great and creative. The staff was kind and helpful.
2554,Zeezout,mlijn,"September 13, 2016",5,Love this place! The place is tiny but their seafood is to die for. It's usually full so book a table in advance. Definitely recommend.
2555,Zeezout,KoenBerden,"August 23, 2016",5,"This is a truly amazing restaurant. The service is professional and good - but it is the food that really stands out. We came with the family to celebrate a wedding anniversary - and what a good choice it was. The fresh fish, amazing tastes,...More"
2556,Zeezout,Nick G,"August 17, 2016",5,"I do not like giving top marks. It doesn't leave much room for improvement. The thing is: I don't know what could have been improved during our visit. Everything just worked: Wonderful food, beautifully presented, attentive staff, nice surroundings. I would definitely recommend this restaurant...More"
2557,Zeezout,whasis,"August 15, 2016",4,"What makes a restaurant ""excellent"" rather than ""good""? What moves a dining establishment from one that offers a satisfying meal to one which provides a memorable experience you would love to repeat again and again? For us, the difference lies in the boldness of flavors,...More"
2558,Zeezout,MrDanielT,"August 7, 2016",5,"Really can't praise this place highly enough... We had the 5 course menu, at the beginning we were asked if we was ok to let he chef decide on what we were having and we agreed, it was a 5 course delight of wonders of...More"
2559,Zeezout,NorthStar639143,"July 25, 2016",5,"Very pleasant dining experience. Place was relatively easy to find. Good service, excellent food. Will definitely go back!"
2560,Zeezout,noramisk,"July 25, 2016",5,"Nice staff, nice food, beautiful restaurant. Each plate we tried it was delicious, I recommend it to anyone who wants to taste specials plates in a beutiful restaurant with good and friendy staff"
2561,Zeezout,sitzi,"July 10, 2016",5,"My wife and I have been here for lunch following the recommendation of our hotel. We were impressed and surprised! What a great kitchen, we choose the surprise-menu which we can only recommend - 3 servings of excellent fish, followed by a phantasmic dessert. We...More"
2562,Zeezout,Marinko L,"July 9, 2016",5,"Excellent food, nice wines and friendly atmosphere. We had a 5-course surprise menu, which was really excellent. Nice view across the river and the old hotel New York on the other side..."
2563,Zeezout,Pegazinsh,"June 27, 2016",5,"Was already while ago but still good memories and definitely a place to return. Good service, nice ambience and high quality and delicious food. Not to forget decent wine menu."
2564,Zeezout,suzuki1_12,"June 25, 2016",5,"Went out with a friend of mine, choose a surprise menu. Food from beginning to end was absolutely wonderful. Need to visit this place more often."
2565,Zeezout,travelwithjackie,"June 18, 2016",5,"If ""perfection"" is an abstract word, we were definitely close to achieving it today @zeezout! Exquisite food, beautiful interior design and excellent staff. I totally recommend to let yourselves surprised by the chef. Compliments!"
2566,Zeezout,nasus1201,"June 6, 2016",5,Zeezout was a very special night out for us as the culmination of our stay in Rotterdam. We chose the coursed menu and were absolutely delighted with the menu and service. Our menu was primarily fish options done in unique blends and flavors. I highly...More
2567,Zeezout,N_Faus77,"June 1, 2016",5,Food was serve in the most creative way. Love the flavour.... Great ingredient speak for its own.. Athmostphare is very lovey and service was terrific. Definitly worth visit!
2568,Zeezout,848matasv,"May 8, 2016",5,"Fantastic place, food and staff. I am starting to recognise such places from my previous trips where from the point you are getting seated you know you hit the jackpot. Highly recommended."
2569,Zeezout,gdeb88,"May 1, 2016",5,"Invited by our son, we had a great evening. We took the surprise menu with the wine pairing. Perfect quality and very nice and relaxing service too. We will come back for sure. Thank you so much Mathijs for this wonderful evening!"
2570,Zeezout,mathijsb43,"April 25, 2016",4,"We spend a wonderful evening at Zeezout with absolutely the best fish we had for many years. The staff was attentive , a little too present but over all good. The menu balanced , the wines very good but at the end the price was...More"
2571,Zeezout,Vikingbrussels,"April 25, 2016",5,Had the three course set lunch menu. Both the starter (tuna) and the main dish (cod) were very creative and colourful compositions which tasted extremely well. The oven baked cod was baked to perfections! I selected the wine accompagnement for each of the courses and...More
2572,Zeezout,MrTrovador,"April 24, 2016",4,"We greatly enjoyed our dinner at ""seasalt""; 3-course menu with wine pairings - good presentation, friendly service."
2573,Zeezout,boots c,"April 24, 2016",5,Go for the surprise menu and be sure to get the wine pairings - for sure you will not be disappointed. Not much to say that hasn't been mentioned by others. We found it excellent on every front
2574,Zeezout,L0cket,"April 20, 2016",5,We ate here on an overnight stay in Rotterdam at the NHow Hotel.The food was fantastic only spoilt by the fact that we had the tasting menu and we were not told that our food could be accompanied by a different wine with each course....More
2575,Zeezout,CSMcCr,"April 3, 2016",5,Went here for our final meal out in Rotterdam. They absolutely justified their Tripadvisor rating. We had the 4 course chef surprise menu which was very reasonably priced. Four incredibly fresh and tasty seafood dishes. With a few little extras for good measure. The onion...More
2576,Zeezout,r15xeb,"March 16, 2016",5,Wednesday night late dinner after travel and a spur of the moment booking based on nearby location & TA reviews. Friendly welcome & excellent service from the Maitre'd - we just told him our preferences and a 4 course tasting menu appeared. Fresh local produce...More
2577,Zeezout,Eikkob,"March 16, 2016",5,"People from Rotterdam know that this is the adress to get the best sea food dishes in town. Super fresh, delicious dishes, friendly staff and excellent wine pairings will have an afficionado combing back again and again."
2578,Zeezout,1311957,"March 16, 2016",4,A Beautiful Culinaire Experience One would not have expected in such a lovely location. A very gentle Head-chef and wife and also the rest of there team are an example in the hospitaly business
2579,Zeezout,Susan D,"March 15, 2016",3,"Fish, oysters, etc fresh. Bit on the expensive side. Personnel friendly and open. Only real complaint was tables way too close together: drunken male neighbors would not let us girls have our own conversation."
2580,Zeezout,chocoholic1983,"March 13, 2016",5,"This was the first time, we've been here and we really enjoyed it. We ordered the 4 course suprise menu and a pleasant surprise it was! All light fish dishes, but afterwards you were really satisfied!"
2581,Zeezout,kees s,"March 3, 2016",4,This is in Rotterdam a very special place for eating fish. The location is excellent at the old waterfront. But the food served is even better. Prices are moderate for what is offered. Worth every cent.
2582,Zeezout,Destination630598,"February 28, 2016",5,"My boyfriend and me went for dinner at the Zeezout restaurant twice during our stay in Rotterdam. We have been in a few upper-class restaurants and we consider this one to be the best. The restaurant is tiny but very pretty, you can watch the...More"
2583,Zeezout,Soraya2502,"February 19, 2016",4,"My date reserved a table for two on Friday evening. He reserved the table two days in advance - I recommend reserving a table because, when we arrived on Friday evening, the restaurant was filled to capacity. The servers were friendly. Professional too. We did...More"
2584,Zeezout,513rutgerv,"February 9, 2016",5,Very modern restaurant with view on the river Maas. We took the surprise me menu as recommended by the staff and the chef with complementing wine arrangement. Every course had its own wine with a good explanation from the staff why it came with the...More
2585,Zeezout,Jills D,"February 7, 2016",5,"I went with a business colleague. We saw the place on Google search and reserved a table from Hilton as we were staying there. From the time we arrived, we were attended to without a gap. Being Hilton guests, the Chef wanted to surprise us...More"
2586,Zeezout,JanfromAusterlitz,"January 24, 2016",5,On a thursday night the place was completely booked and my brother and me had a fantastic dinner. We took the surprise menu and were not dissappointed at all! Every dish was very well balanced with deep flavours and original combinations. Who needs meat anyway?
2587,Zeezout,marjolein J,"January 12, 2016",5,Zeezout has the best seafood in Rotterdam.The quality of food was excellent and the service was also very good.I recommend this place to sea food lovers.
2588,Zeezout,TexasTraveladdict,"January 10, 2016",5,"What a gem this restaurant is. In fact, it's so good that it warrants a trip to Rotterdam on its own. Got the chef's mystery tasting menu which was around 5 seafood filled courses for 56 EU. Everything was superb, filled with wondrous flavors and...More"
2589,Zeezout,Natalie F,"December 31, 2015",5,"From start to finish we had a blast. Date night....I didn't know where we were going, but my baby does pay attention when I say stuff cuz we ended up here and I'd mentioned that I wanted to eat here. We go out for dinner...More"
2590,Zeezout,Tong X,"December 25, 2015",5,"Great food, great environment! Perfect for business get together, I do believe it can be very romantic spot with your loved one."
2591,Zeezout,RTM1908,"December 15, 2015",4,"Ate here with a group of 15 earlier this month. We took over half the restaurant, and feeding a group of that size with a top nothing meal is no mean feat, but they pulled it off. My group consisted of 9 nationalities and everyone...More"
2592,Zeezout,tripreviewerrrr,"December 15, 2015",5,If you are in to fine dining than this restaurant is a must go. The best fish restaurant in Rotterdam!
2593,Zeezout,virginie v,"December 15, 2015",5,"We 've had like always a great experience: the food is delicious, the atmosphere good and the staff friendly. I would recommand this restaurant to everyone who loves fish. Enjoy!"
2594,Zeezout,DanieleP1975,"December 5, 2015",5,"Came here with my wife, great experience. The place is nice and cosy, modern, light and small enough for an intimate dinner. We chose for a menu, and they really surprised us with a very good selection of fish, accompanied by a good sparkling white...More"
2595,Zeezout,Chavje,"November 22, 2015",5,"Wow. What an amazing restaurant. We had the six course surprise menu. No problems at all with allergies and we were accommodated beautifully. Combined with their wine arrangement, it was an amazing night out!!"
2596,Zeezout,BlydeLass,"November 20, 2015",5,"Location, decor and open kitchen promised a great experience and we were not disappointed! Our wonderful waiter suggested a 'surprise' menu with number/type of courses of our choice (accommodating likes, dislikes & allergies). We opted for 2 starters & a main. Squid toast amuse bouche...More"
2597,Zeezout,Jerry W,"October 26, 2015",5,I love seafood. I love this restaurant. I took my love on our first official date here. It was a great success.
2598,Zeezout,danny k,"October 14, 2015",5,"The food is outstanding – they live up to the reputation and expectations, no question about that. I shall not go any further – simply stellar. However… there is a ‘however’. A dinner here is an experience and a culinary journey (do try chef’s menu...More"
2599,Zeezout,Aujana,"October 1, 2015",5,"Excellent food and service, friendly staff. I loved the whole experience. We choose the 4 course surprise menu and it was worth trying. The food was really delicious."
2600,Zeezout,Dive4fun,"September 21, 2015",5,"Ate here last Thursday. Meal was really excellent, we had some very nice Viognier to drink, Our party was about 16 people, and the delivered the food on time, and happily told us what it was in English and Dutch for each course. The atmosphere...More"
2601,Zeezout,PattyFox92,"September 6, 2015",3,"Very tasty, good quality with a variation of taste dinner. Excellent service, very nice interior. Prices reasonable comparing to quality of food and reputability of restaurant. Make sure you book in advance - they are fully booked during weekends. BUUUT... 1. Make sure you have...More"
2602,Zeezout,Lambert C,"September 3, 2015",5,"Had a business lunch. We took the chef's suggestion and it was a good choice! Nice amuse, starter and main course (cod). The surprise that came with the coffe was unique! I'm not going to give the secret away, just be surprised :-)"
2603,Zeezout,DarylDek,"September 2, 2015",5,Definitely the best restaurant for seafood in Rotterdam maybe even in Holland. Personnel are friendly and have a good knowledge of the dishes presented and the food is fantastic. A wonderful dining experience.
2604,Zeezout,francien2015,"September 2, 2015",5,Zeezout has excellent quality food in a relaxed atmosphere. Though the prices are in the higher range it is absolutely worthwhile. Not sure about the meat they serve because I only had fish. The latter however is served very fresh and accompanied by the right...More
2605,Zeezout,jessicarE2453KI,"August 12, 2015",5,"This is the absolute best dining experience I have had if not ever... in a very long time! The food, the presentation, the setting, the service... It was all 5 stars all the way! We went on a saturday night to celebrate our 3rd year...More"
2606,Zeezout,MiBP2014,"August 11, 2015",4,"We had been to Zeezout before and had good memories of the experience. This time we decided to go with very demanding friends visiting from Argentina. The food was excellent. The waiters were friendly and did a good job. Still, a few things bothered me:...More"
2607,Zeezout,Ingrid B,"July 29, 2015",5,"Stunning seafood, good service, we had an excellent diner. We let ourselves surprise and everything was delicious."
2608,Zeezout,Herman24,"July 28, 2015",5,"Great restaurant! pricy, but very nice. Best fish restaurant I've ever been to. The asmosphere was also great."
2609,Zeezout,FlyingDutchman70,"July 26, 2015",5,"Great chef, super service, fine wine and dine with excellent Ruinart champagnes. Try the surprize menu with many courses and excllent culinair journey. Super bread rolls with sea salt and butter. Cozy atmosphere. Kitchen staff free to speak to."
2610,Zeezout,TheSajt,"July 9, 2015",5,"We had our anniversary dinner here, and opted for a 5 course menu which I think, ultimately, ended up being 10 courses! The service was fantastic, with our server modifying the coursing based on my food allergies and even my food dislikes. We asked if...More"
2611,Zeezout,Mrsvanm,"July 8, 2015",5,"Delicious food, artfully prepared in a cool, contemporary-but-comfortable atmosphere. Wonderful friendly service. My husband and I dine out a great deal; this meal was one of our favorites. I cannot recommend highly enough. We chose the ""Menu van de chef"" and were surprised and delighted...More"
2612,Zeezout,Kristeen G,"July 5, 2015",5,"First class food with first class staff... This was one of the best seafood resturants I have ever eaten in... Coming from Scotland and already knowing how amazing scottish fish can taste I can highly recommend this place, every dish served in our surprise menu...More"
2613,Zeezout,Frank B,"July 5, 2015",5,"We had been here before, yesterday was as good as ever. The food is an excellent combination of tastes and textures, the service is friendly and personal. Tables are arranged a bit close to each other which sometimes leads to interesting conversations with your neighbours...More"
2614,Zeezout,AvdPost,"June 30, 2015",5,"Zeezout is our most favourite seafood restaurant. We took our Californian friends there, total party of six. As always the ""surprise menu"" was excellent : good variation, perfect combination of taste with fantastic wine. And at an affordable price. Service is very friendly !"
2615,Zeezout,travelmeetsfood,"June 26, 2015",5,"Well, all I can say is Wow!! If you like excellent fish then this is a restaurant you should try. The unique recipes for fresh fish are simply fantastic. Who would ever think that mustard ice cream and fish could taste so good. Don't steer...More"
2616,Zeezout,PaulusintheBurg,"June 16, 2015",5,"Ask for a table by the window, and ask for the chef's recommendations. The sampler menu (we ended up having nine courses) was awesome. Can't wait to return!"
2617,Zeezout,LauraDaveJames,"June 14, 2015",4,"This is a specialised fish restaurant and is very popular and well known in Rotterdam, therefore booking essential. The interior is not that spacious but there is also some outside seating which faces towards the river. We opted for the à la cart menu. The...More"
2618,Zeezout,travellerG9361XT,"June 13, 2015",5,Nice casual settings near the canal. We had a good and relaxing time. Can surely recommend. Creative presentations and best for seafood.
2619,Zeezout,evangelos4515,"April 1, 2015",5,we decided to have the chef menu and were pleasantly surprised! All dishes were delicious and we really enjoyed the night. I would recommend it to anyone who visits Rotterdam.
2620,Zeezout,Sonja V,"March 17, 2015",4,"I've eaten a couple of times at Zeezout, sometimes as part of a group and others solo. I have never been disappointed by the quality or flavour of the food. It is good, wholesome, and certainly worth coming back to visit. Zeezout is situated near...More"
2621,Zeezout,Nicola L,"February 28, 2015",4,"The restaurant is in a very charming position, yet difficult to reach without a GPS. You can order the surprise menu of the chef or à la carte. All the dishes are attractive but if you are undecide just choose the surprise menu. You will...More"
2622,Zeezout,TheHappyCamper2013,"February 20, 2015",4,Zeezout always offers very well prepared and creatively designed dishes in a nice setting. Ris de veau and cod do get along indeed. Pleasant service and good open wines to accompany a business lunch. Do not forego the high end oysters.
2623,Zeezout,423PeterR,"January 29, 2015",5,The dishes here are fabulous...beautifully staged with great presentations and a tasty and creative juxtapositions of perfect ingredients. And maybe what was the most memorable aspect of a superb evening was the surprise of a creme brulee on the underside of your plate. What an...More
2624,Zeezout,RoberttenVeen,"December 14, 2014",4,Easy-going restaurant with great and original dishes and great wines. You shouldn't expect any meat.
2625,Zeezout,Gerd K,"December 3, 2014",5,Amazing surprise for us to have such a great meal. All the dishes were excellent and very satisfying to deserve full star.
2626,Zeezout,wisdomlovelife,"November 6, 2014",5,"We had a business meeting next door to Zeezout so we just stepped in the 1st restaurant we found... What an amazing surprise that was to have such a great meal out of luck! All the dishes were excellent and very satisfying to the senses,...More"
2627,Zeezout,Venneper,"October 14, 2014",5,"This surprisingly small restaurant with unusually high noise levels (all tables occupied on a Saturday evening), led by patron cuisinier Patrick ‘t Hart, is a well-kept secret address of Rotterdam’s cognoscenti of fine cuisine. Although the à la carte dishes seemed tempting, we took the...More"
2628,Zeezout,AnaConesa,"September 28, 2014",5,"I was on Sep 17th on this restaurant. We went for the surprise menu with pairing wines. All outstanding. They surprised me with a ""dutch"" red wine. First, they served it too cold, so i kind of complain to customer.... then he came with a...More"
2629,Zeezout,KrisCobain,"September 3, 2014",4,This is one of the best restaurants of the area and definitively a must try for all fish and seafood lovers. I went here the last three years occasionally and I must say I never got disappointed. Usually my party and me opt for the...More
2630,Zeezout,donalds728,"June 23, 2014",3,I read the TA reviews and was excited to get a reservation. There are few tables and the place is very noisy but bright and has a good vibe. I had the chef's recommended 4 course meal. After one hour we got bread and wine....More
2631,Zeezout,BS19722013,"June 21, 2014",5,Great deco and friendly staff. Got the surprise menu (4 course) and it was awesome esp the dessert surprise at the end.
